         1437625 function calls (1419330 primitive calls) in 1.605 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 sysconfig.py:188(_safe_realpath)
        2    0.000    0.000    0.000    0.000 sysconfig.py:263(_extend_dict)
      370    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 period.py:121(PeriodArray)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       60    0.000    0.000    0.000    0.000 base.py:378(interleaved_dtype)
       50    0.000    0.000    0.000    0.000 _internal.py:893(_ufunc_doc_signature_formatter)
      387    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      495    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
      127    0.000    0.000    0.000    0.000 typing.py:1320(<genexpr>)
        3    0.000    0.000    0.000    0.000 managers.py:2190(_form_blocks)
       34    0.000    0.000    0.000    0.000 generic.py:13611(make_doc)
      534    0.000    0.000    0.000    0.000 typing.py:2568(final)
       18    0.000    0.000    0.000    0.000 core.py:1042(__init__)
        2    0.000    0.000    0.000    0.000 readers.py:1622(close)
      567    0.000    0.000    0.000    0.000 _ufunc_config.py:430(__init__)
        1    0.000    0.000    0.000    0.000 check.py:1(<module>)
     1039    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 astype.py:191(astype_array_safe)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:423(realpath)
       44    0.000    0.000    0.000    0.000 warnings.py:168(simplefilter)
        1    0.000    0.000    0.000    0.000 _xlrd.py:1(<module>)
      795    0.000    0.000    0.000    0.000 multiarray.py:1098(copyto)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
      248    0.000    0.000    0.000    0.000 threading.py:1182(name)
      248    0.000    0.000    0.000    0.000 __init__.py:383(getMessage)
        1    0.000    0.000    0.000    0.000 extension.py:1(<module>)
      109    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
      212    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      772    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        4    0.000    0.000    0.000    0.000 generic.py:5598(<genexpr>)
       13    0.000    0.000    0.000    0.000 core.py:8789(getdoc)
        2    0.000    0.000    0.000    0.000 _strptime.py:101(__calc_month)
       61    0.000    0.000    0.000    0.000 shape_base.py:216(_vhstack_dispatcher)
      608    0.000    0.000    0.000    0.000 base.py:974(dtype)
      504    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 frame.py:1400(_get_values_for_csv)
        1    0.000    0.000    0.000    0.000 construction.py:638(_extract_index)
      446    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      180    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      3/2    0.000    0.000    0.000    0.000 <frozen posixpath>:432(_joinrealpath)
      924    0.000    0.000    0.000    0.000 managers.py:1940(_block)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:464(inner)
        1    0.000    0.000    0.000    0.000 base.py:284(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 pytables.py:4836(AppendableMultiFrameTable)
      335    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
      273    0.000    0.000    0.000    0.000 arrayprint.py:1017(<genexpr>)
      180    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
       23    0.000    0.000    0.000    0.000 config.py:882(is_one_of_factory)
        1    0.000    0.000    0.000    0.000 managers.py:459(get_values_for_csv)
        1    0.000    0.000    0.000    0.000 tz.py:1552(__call__)
        1    0.000    0.000    0.000    0.000 managers.py:2259(_consolidate)
        2    0.000    0.000    0.000    0.000 base.py:5651(identical)
      248    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
      261    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      249    0.000    0.000    0.000    0.000 {built-in method time.time}
      248    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 categorical.py:246(Categorical)
       30    0.000    0.000    0.000    0.000 enum.py:1007(_find_data_type_)
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
      554    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      164    0.000    0.000    0.000    0.000 enum.py:784(__delattr__)
      240    0.000    0.000    0.000    0.000 common.py:131(<lambda>)
      246    0.000    0.000    0.000    0.000 managers.py:241(is_single_block)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        6    0.000    0.000    0.000    0.000 enum.py:1550(__or__)
        2    0.000    0.000    0.000    0.000 base.py:1469(_get_values_for_csv)
       41    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 feather_format.py:1(<module>)
      311    0.000    0.000    0.000    0.000 _dtype.py:334(_name_includes_bit_suffix)
       56    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        1    0.000    0.000    0.000    0.000 base.py:110(ExtensionArray)
        2    0.000    0.000    0.000    0.000 _strptime.py:93(__calc_weekday)
      263    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
      180    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 pickle_compat.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:1(<module>)
      850    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       33    0.000    0.000    0.000    0.000 dataclasses.py:701(_is_type)
        6    0.000    0.000    0.000    0.000 _strptime.py:192(__find_month_format)
      374    0.000    0.000    0.000    0.000 generic.py:572(_get_axis_number)
      100    0.000    0.000    0.000    0.000 _strptime.py:338(<genexpr>)
        6    0.000    0.000    0.000    0.000 numeric.py:2690(extend_all)
        1    0.000    0.000    0.000    0.000 csvs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blocks.py:775(get_values_for_csv)
        1    0.000    0.000    0.000    0.000 core.py:6798(__new__)
      248    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 c_parser_wrapper.py:355(_concatenate_chunks)
      420    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 api.py:202(union_indexes)
        3    0.000    0.000    0.000    0.000 construction.py:596(_homogenize)
        4    0.000    0.000    0.000    0.000 getlimits.py:87(_str_smallest_subnormal)
       52    0.000    0.000    0.000    0.000 calendar.py:104(__getitem__)
      311    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        3    0.000    0.000    0.000    0.000 common.py:160(is_url)
       16    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 ipc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:110(_getuserbase)
       52    0.000    0.000    0.000    0.000 _parser.py:312(_class_escape)
       73    0.000    0.000    0.000    0.000 series.py:865(_references)
        1    0.000    0.000    0.000    0.000 tz.py:1590(nocache)
        2    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 sasreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:1(<module>)
        2    0.000    0.000    0.000    0.000 astype.py:157(astype_array)
      143    0.000    0.000    0.000    0.000 _decorators.py:477(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
       52    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      764    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 generic.py:6662(copy)
      190    0.000    0.000    0.000    0.000 expr.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1476(__getitem__)
        3    0.000    0.000    0.000    0.000 numba_.py:1(<module>)
      180    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 datetimelike.py:164(_make_unpacked_invalid_op)
      289    0.000    0.000    0.000    0.000 _parser.py:83(groups)
      240    0.000    0.000    0.000    0.000 common.py:1122(<lambda>)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
       57    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
      185    0.000    0.000    0.000    0.000 cast.py:1760(np_can_hold_element)
      196    0.000    0.000    0.000    0.000 docscrape.py:403(<genexpr>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__linux_x86_64-linux-gnu.py:1(<module>)
       16    0.000    0.000    0.000    0.000 sysconfig.py:254(_subst_vars)
       21    0.000    0.000    0.000    0.000 arrayprint.py:446(_get_formatdict)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       90    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       50    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
      784    0.000    0.000    0.000    0.000 range.py:376(dtype)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
       44    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
      203    0.000    0.000    0.000    0.000 docscrape.py:162(__setitem__)
        1    0.000    0.000    0.000    0.000 csvs.py:59(__init__)
        1    0.000    0.000    0.000    0.000 doc.py:1(<module>)
       28    0.000    0.000    0.000    0.000 calendar.py:123(__getitem__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
      209    0.000    0.000    0.000    0.000 enum.py:1291(value)
        1    0.000    0.000    0.000    0.000 __init__.py:1293(__init__)
        6    0.000    0.000    0.000    0.000 _strptime.py:226(__find_weekday_format)
        2    0.000    0.000    0.000    0.000 textwrap.py:238(_wrap_chunks)
      444    0.000    0.000    0.000    0.000 blocks.py:718(dtype)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
      243    0.000    0.000    0.000    0.000 blocks.py:219(_can_consolidate)
       63    0.000    0.000    0.000    0.000 managers.py:1772(_consolidate_check)
      307    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 format.py:425(__init__)
      265    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
        2    0.000    0.000    0.000    0.000 series.py:6459(any)
        1    0.000    0.000    0.000    0.000 groupby.py:764(BaseGroupBy)
        1    0.000    0.000    0.000    0.000 format.py:415(DataFrameFormatter)
      432    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1157(__init__)
       25    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
       27    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2766(MaskedArray)
        1    0.000    0.000    0.000    0.000 common.py:605(check_parent_directory)
      486    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
       60    0.000    0.000    0.000    0.000 base.py:2794(_na_value)
        1    0.000    0.000    0.000    0.000 managers.py:108(BaseBlockManager)
       44    0.000    0.000    0.000    0.000 getlimits.py:697(__init__)
      604    0.000    0.000    0.000    0.000 base.py:363(ndim)
       55    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _tzpath.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      240    0.000    0.000    0.000    0.000 common.py:126(_classes_and_not_datetimelike)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
      191    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
        1    0.000    0.000    0.000    0.000 string_arrow.py:82(ArrowStringArray)
        2    0.000    0.000    0.000    0.000 astype.py:56(_astype_nansafe)
        2    0.000    0.000    0.000    0.000 managers.py:2276(_merge_blocks)
        6    0.000    0.000    0.000    0.000 config.py:273(__call__)
      270    0.000    0.000    0.000    0.000 _decorators.py:343(doc)
      172    0.000    0.000    0.000    0.000 numerictypes.py:289(issubclass_)
       19    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        1    0.000    0.000    0.000    0.000 selectn.py:1(<module>)
        2    0.000    0.000    0.000    0.000 base_parser.py:115(__init__)
      548    0.000    0.000    0.000    0.000 base.py:6672(_maybe_cast_indexer)
        1    0.000    0.000    0.000    0.000 array.py:287(SparseArray)
        5    0.000    0.000    0.000    0.000 functools.py:968(__init__)
